Category,SubCategory,Title,Tel,Addr,Site,ABN
Architecture,CAD drawing,AWG Designs,299808762,14 Station St   Thornleigh   2120,www.awgdesigns.com,
Architecture,CAD drawing,AWS Drafting,,15 Whitehead Street   Corowa   2646,No web address given,
Architecture,CAD drawing,Axiametrix Architects,02 49677444,62 Georgetown Road   Georgetown   2298,No web address given,
Architecture,CAD drawing,Ayde.Designs,.,Springfield lakes   Augustine Heights   4300,.,.
Architecture,CAD drawing,Aztec Architects Pty Ltd,,PO Box 1025   Scarborough   6019,www.AztecArchitects.com.au,11 154 051 279
Architecture,CAD drawing,B+Kleen Commercial Services,450997976,4/ 62 Wylie Ave   Coorparoo   4151,http://www.bkleen.com.au,73162260735
Architecture,CAD drawing,B.Spatial Design,02 8810 3195,Sydney   2000,No web address given,72086138162
Architecture,CAD drawing,Baini Design,8812 7573,59 Desmond St   Merrylands   2160,www.bainidesign.com.au,
Architecture,CAD drawing,Baker Developments Pty Ltd,0426 246 284,Bronte Road   Waverley   2024,www.bakerdevelopments.com.au,74 154 241 086
Architecture,CAD drawing,Bangalow Building Co Pty Ltd,02 66870767,6 Dudgeons Lane   Bangalow   2479,No web address given,
Architecture,CAD drawing,Barham Design Drafting,,Rockingham   6168,No web address given,
Architecture,CAD drawing,Beau Wilson,439705184,25 Norwood Street   Toowong   4066,No web address given,63928071977
Architecture,CAD drawing,Belinda Scott &amp; Associates Pty Ltd - ARCHITECTS Interior Designers,07 54854369,1139 Pomona Kin Kin Road   Kin Kin   4571,www.belindascott.com.au,39071188853
Architecture,CAD drawing,Benchmark Designer Homes,08 9302 2650,5 Innovation Circle   Wangara   6065,www.bdhomes.com.au,087 - 859 - 676
Architecture,CAD drawing,Benson Building Designs,,Townsville   4810,www.bensonbuildingdesigns.com.au,68 537 687 613
Architecture,CAD drawing,Bernard Drafting Services,,Richmond   3121,No web address given,
Architecture,CAD drawing,Best Drafting,425152046,Great Western Hwy   Parramatta   2150,No web address given,
Architecture,CAD drawing,BG Drafting,,65 Elsie St   Watermans Bay   6020,No web address given,
Architecture,CAD drawing,Bhupindra Traders,401527437,20 LEWTON ROAD   Mount Waverley   3149,No web address given,89 730 175 664
Architecture,CAD drawing,BiWei Design,,185 Broadway   Ultimo   2007,biwei.net.cn,
Architecture,CAD drawing,BLB Construction,433156357,14 Woodland Dale    Canning Vale East   6155,No web address given,42217116361
Architecture,CAD drawing,Bling Global Pty Ltd,416579443,47 Stanley Street    Hamilton South   2303,No web address given,52 126 439 816 
Architecture,CAD drawing,Blue Planet Design,732606012,PO Box 158   Wavell Heights   4012,http://www.blueplanetdesign.com.au,37 101 035 454
Architecture,CAD drawing,BMACO Constructions,,4/62 Murdoch St.   Cremorne   2090,www.bmacoconstructions.com.au,83 137 595 281
Architecture,CAD drawing,Bold Impressions Pty Ltd,1300800854,"Suite 8, 2 Macquarie St   Hobart   7000",http://www.boldimpressions.com.au,
Architecture,CAD drawing,Booth Design Engineering,409900523,9 Apollo Street   Mansfield   4122,www.boothdesign.com.au,31 810 624 258
Architecture,CAD drawing,Brandon's Computer Solution,425531807,Canning Vale   6155,http://www.brandonscomputersolutions.com.au,50 029 357 144
Architecture,CAD drawing,Brett Taylor &amp; Associates,412700510,Po Box 135 Hoxton Park   Sydney   2000,No web address given,60438630161
Architecture,CAD drawing,Broad Architecture,421217662,423/37 Swanston Street   Melbourne   3000,No web address given,57820790679
Architecture,CAD drawing,Brumby Designs,409116488,N/A   Blaxland   2774,No web address given,17 052 327 181
Architecture,CAD drawing,Build Point,,Craigieburn   3064,buildpoint.com.au,81049758915
Architecture,CAD drawing,Buildcorp Partners Pty Ltd,02 9712 8307,"level 1, 193 Rocky Point Road   Ramsgate   2217",www.buildcorppartners.myob.net,61 139 383 289
Architecture,CAD drawing,Buildersedge Pty Ltd,,PO BOX 15   Toongabbie   3856,www.buildersedge.com.au,ABN: 88994110947 ACN: 127061054
Architecture,CAD drawing,BuildTech Pro,421839490,Doonside   2767,No web address given,44 562 278 090
Architecture,CAD drawing,BuildTech Pro,0421 839 490,Mount Druitt   2770,http://www.buildtechpro.com.au,44 562 278 090
Architecture,CAD drawing,Builtart,00649 5333430,12 High tce   Paddington   4064,No web address given,
Architecture,CAD drawing,C. Olsen Carpentry and Property Maintenance,438905794,Atwell   6164,No web address given,60731063834
Architecture,CAD drawing,C.M.B Drafting,354605330,3 Crimea St   Maryborough   3465,No web address given,85469186939
Architecture,CAD drawing,Cactus Design @ Drafting Services,412411977,16 Glenella Way   Minto   2566,www.cactusmultimedia.com.au,51349851253
Architecture,CAD drawing,CAD Design iT,,135 Christensen Street   Urraween   4655,www.caddesignit.com.au,23 621 396 358
Architecture,CAD drawing,Cad Options,413115205,16/555 Melton Hwy   Sydenham   3037,No web address given,83932464848
Architecture,CAD drawing,CAD Projects,07 55491989,Ormeau   4208,www.cadprojects.com.au,
Architecture,CAD drawing,Cadash,,"5 John James, The Loop   Macgregor   2615",No web address given,54170613488
Architecture,CAD drawing,Callaghan Drafting Services,(07) 5541 0976,20 Michaelina Drive   Beaudesert   4285,www.houseplansqueensland.com,22 926 873 280
Architecture,CAD drawing,Campbelltown Drafting,0467 823 550,Eagle Vale   2558,No web address given,13252992303
Architecture,CAD drawing,Candy &amp; Co. Colour Consultants,731493229,George St   Brisbane   4000,http://www.candyandco.com.au,
Architecture,CAD drawing,Candy &amp; Co. Interior Design,731493229,PO Box 12760 George St.    Brisbane   4000,www.candyandco.com.au,33 748 343 837
Architecture,CAD drawing,Cardeira,0488 342 317,28 Waruda St   Kirribilli   2061,www.cardeira.com.au,42 372 812 315
Architecture,CAD drawing,Carton Concepts,03 8353 2727,198 Derrimut Drive   Derrimut   3030,www.cartonconcepts.com.au,17 227 520 553
Architecture,CAD drawing,CBD Property Service Pty Ltd,02 8833 3400 ,Suite 5 / 4 Charles Street   Parramatta   2150,www.cbdpropertyservice.com,
Architecture,CAD drawing,CBD Property Service Pty. Ltd.,02 8833 3400 ,Suite 5 / 4 Charles Street    North Parramatta   2151,http://www.cbdpropertyservice.com,82 126 561 813 .
Architecture,CAD drawing,Ccp,02 9555 4355,7/37 Nicholson Street   Balmain   2041,No web address given,
Architecture,CAD drawing,Celtic Builders Pty Ltd,,PO Box 139 Willetton WA 6955   Willetton   6155,No web address given,31 152 247 062
Architecture,CAD drawing,Centreline Building Design,0414 409 026,Bankstown   2200,No web address given,
Architecture,CAD drawing,CF Drafting Services,438320411,Ngunnawal   2913,No web address given,92139354058
Architecture,CAD drawing,Chen How YONG,434198097,"5/6, Stanley Street   Darlinghurst   2010",No web address given,28116775302
Architecture,CAD drawing,Christopher Megowan Design,0451 025 525,289 Barkly St.   St Kilda   3182,www.christophermegowandesign.com,72 115 321 344
Architecture,CAD drawing,CHY Architectural services,283569206,Unit 5/6 Stanley Street   Darlinghurst   2010,No web address given,
Architecture,CAD drawing,Civil &amp; Structural Engineering Design Services Pty. Ltd.,,3 Wanniti Road   Belrose   2085,www.civilandstructural.com.au,62 051 307 852
Architecture,CAD drawing,Civil engineer,0977-014335010,"kathmandu,nepal   Ki Ki   5261",No web address given,
Architecture,CAD drawing,Civil Engineering,-264449827,P.O Box 5653AN    West Kempsey   2440,No web address given,
Architecture,CAD drawing,Civil Engineering Drafter/Design Services,431256995,2 Mifsud Crescent   Oakhurst   2761,No web address given,no abn yet/start-up business
Architecture,CAD drawing,CK Graphic,401648706,4/14 Briggs St   Caulfield   3162,www.ckgraphic.com,36 429 354 430
Architecture,CAD drawing,CK graphic,,Trevelyan Street   Elsternwick   3185,http://www.ckgraphic.com/ck/,36 429 354 430
Architecture,CAD drawing,Ck Tazco Design Pty Ltd,429356804,Bli Bli   4560,No web address given,84 109 441 084
Architecture,CAD drawing,Claire + Murray | Architecture,414566968,"Unit 11, 19 Good Street   Westmead   2145",No web address given,
Architecture,CAD drawing,ClareK Studio,,Kew   3101,No web address given,
Architecture,CAD drawing,Claynetta,749348623,Rockhampton   4700,No web address given,
Architecture,CAD drawing,Clear Line Design Pty Ltd,,P.O.Box 569   Caringbah   2229,www.clearlinedesign.com.au,39 130 922 217
Architecture,CAD drawing,CLG Planning &amp; Drafting,416584628,.   North Sydney   2060,http://clgplanning.com.au,93886753921
Architecture,CAD drawing,Cnspace Design,299712101,Dee Why   2099,www.cnspacedesign.com.au,94485150368
Architecture,CAD drawing,Co Design,(07) 55687732,2/95 Hill Ave   Burleigh Heads   4220,www.co-design.com.au,34 098 159 865
Architecture,CAD drawing,Coastal Building Design,0450 318 518,chairlift avenue   Mermaid Beach   4218,No web address given,43 997 995 770
Architecture,CAD drawing,Colin Berwick Drafting,413348413,PO Box 606    Blairgowrie   3942,No web address given,
Architecture,CAD drawing,Comet Bay Design and Drafting Service,409090952,97 Hudson Drive   Mandurah   6210,www.cometbaydesign.com.au,89116640991
Architecture,CAD drawing,Computer Drafting &amp; Design Service,02 4973 2561,78 Coorumbung Road   Dora Creek   2264,www.computerdraftingdesign.com.au,92 260 056 813
Architecture,CAD drawing,Con Angelopoulos,294272892,27 EPPING ROAD   Lane Cove   2066,No web address given,97053096900
Architecture,CAD drawing,Conc Pro,412229882,lither st   Hampton   3188,No web address given,
Architecture,CAD drawing,Concealed Design,405231936,6 Norman Street   East Brisbane   4169,www.concealeddesign.com,69417395057
Architecture,CAD drawing,Concept2Construction,,1/2 Yarle Crescent   Shellharbour   2529,www.concept2construction.com.au,92145727106
Architecture,CAD drawing,Concept3,02 6162 2650,Po Box 5353   Kingston   2604,www.concept3.com.au,2210 752 4998
Architecture,CAD drawing,Construction Lines,448870517,8 Batavia Place   Australind   6233,www.constructionlines.com.au,58 029 422 487
Architecture,CAD drawing,Cornerstone Architects,0422 655 887,PO Box 2285   Mount Waverley   3149,www.cornerstonearchitects.com.au,61 536 545 546
Architecture,CAD drawing,Cottonera Design,394641462,47 Cumberlan Crescent   Thomastown   3074,www.cottonera.com.au,88 903 495 264 
Architecture,CAD drawing,Craig Corfield Building Designs &amp; Architectural Drafting,,Highett   3190,www.ccbuildingdesigns.com.au,27851641415
Architecture,CAD drawing,Creation Development Services,,Po Box 3372 Norwood   Kensington Gardens   5068,www.creationds.com.au,35 144 553 711 
Architecture,CAD drawing,Custom Building Design,,Scarborough   6019,www.custombuildingdesign.com.au,48782486512
Architecture,CAD drawing,Cyber Drafting and Design,07 3341 5455,Level 1 Building D 19 Harbour Village Parade   Coomera   4209,www.cyberdrafting.com.au,25890335667
Architecture,Chemical Engineering,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Architecture,Chemical Engineering,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Architecture,Chemical Engineering,Asdf,12345678,1234 blah st   Sydney   2000,No web address given,
Architecture,Chemical Engineering,Cooper Industries,0400 409 545,To be provided   Carlingford Court   2118,No web address given,
Architecture,Chemical Engineering,FJH Drafting Service,08 8281 0905,Salisbury   5108,No web address given,
Architecture,Chemical Engineering,Galvin Engineering Pty Ltd,07 3271 1066,94 Cobalt Street   Carole Park   4300,www.galvineng.com.au,87 010 726 575
Architecture,Chemical Engineering,GBT Drafting Services Pty Ltd,247512934,119 Ridgeway Cres   Sun Valley   2777,No web address given,49090450623
Architecture,Chemical Engineering,Jason Architecture,,North Wahroonga   2076,No web address given,
Architecture,Chemical Engineering,New Vision Designs Pty Ltd,409967041,Scarborough Drive   Patterson Lakes   3197,No web address given,28 066 385 957
Architecture,Chemical Engineering,Optusnet,733457654,25 Barker St   Brisbane   4000,No web address given,
Architecture,Chemical Engineering,Pgx,02 9623 3768,43 Charles Sturt Drive   Werrington County   2747,No web address given,57 127 022 137
Architecture,Chemical Engineering,Reddihire Pty Ltd,95481302,63 Callander Rd   Noble Park   3174,No web address given,34 525 366 363
Architecture,Chemical Engineering,Seafarm,851491888,24Street   Constitution Hill   2145,No web address given,
Architecture,Civil Engineering,7Solutions India,1-716-795-7779 ,2/28 Fletcher Street   Applecross   6153,http://www.7solutionsindia.com/,
Architecture,Civil Engineering,A.S.C Ash Simpson Carpentry,423746657,mornington peninsula    Somerville   3912,No web address given,
Architecture,Civil Engineering,Abm,404560060,horsley road   Sydney   2000,No web address given,
Architecture,Civil Engineering,AC Drafting Services,,Concord   2137,No web address given,
Architecture,Civil Engineering,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Architecture,Civil Engineering,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Architecture,Civil Engineering,Acute Property Developments,411702184,Sunshine North   3020,No web address given,
Architecture,Civil Engineering,Aczind: design drafting and paper to cad,423093331,9 Raven Lane   Maribyrnong   3032,No web address given,
Architecture,Civil Engineering,Adams Building Design,,39 Abbott St   Launceston   7250,www.adamsbuildingdesign.com.au,71 048 418 121
Architecture,Civil Engineering,Adshel Infrastructure,02 8425 7294 ,"Level 9, The Forum/205 Pacific Highway   St Leonards   2065",No web address given,
Architecture,Civil Engineering,AF Drafting &amp; Design Services,80000000,Glengowrie   5044,No web address given,
Architecture,Civil Engineering,Al's Building Solutions,412947760,Greenvale   3059,No web address given,
Architecture,Civil Engineering,Al's Cement Rendering,416699900,PO BOX 865    St Marys   2760,No web address given,
Architecture,Civil Engineering,Albany Mapping &amp; Surveying Services,413868790,40 Mountain Road East BORNHOLM WA 6330   Albany   6330,No web address given,
Architecture,Civil Engineering,All Earth Group,08 9459 9588,Kelvin Rd   Maddington   6109,No web address given,
Architecture,Civil Engineering,All Earth Group,08 9459 9588,42 Kelvin Road   Maddington   6109,www.allearth.com.au,63100087287
Architecture,Civil Engineering,Ammo Garage Doors and Gates PTY LTD,732904444,5-15 Lapis St   Underwood   4119,http://www.ammodoors.com.au,55 147 545 195
Architecture,Civil Engineering,Archihomes,,32 McIntyre Ln   Tinbeerwah   4563,No web address given,
Architecture,Civil Engineering,"Architective Pty, Ltd.",283078801,"Suite 3, 105 Railway Parade   Rockdale   2216",http://architective.com.au/,11146863809
Architecture,Civil Engineering,Arklydes,1-800-251994,sydney   Mogo   2850,No web address given,
Architecture,Civil Engineering,Aspire Engineering,0479 005 250,353 Ipswich Rd   Annerley   4103,No web address given,
Architecture,Civil Engineering,Astral Surveys,07 3885 2698,24 Weaber  Street   Brisbane   4000,www.astralsurvey.com.au,19 631 910 562
Architecture,Civil Engineering,Ausegy Constructions &amp; Development Pty Ltd,98082960,7 Charles Street   Ryde   2112,www.ausegy.com.au,25081578234
Architecture,Civil Engineering,Avoser Ltd,0011 679 6727299,Queens Highway   Toronto   2283,No web address given,
Architecture,Civil Engineering,Axiametrix Architects,02 49677444,62 Georgetown Road   Georgetown   2298,No web address given,
Architecture,Civil Engineering,B. Reid Construction,0404 466 963,14 Dawson Pde   Keperra   4054,No web address given,97161875083
Architecture,Civil Engineering,Bajwa Limited,6046565727,Perth   North Perth   6006,No web address given,
Architecture,Civil Engineering,BCW Demolition,399715405,93 Acacia Ave   Dales Creek   3341,No web address given,
